uuid,article_content,translated_article,date,article_summary,post_content,translated_post,platform,language,standardized_language,category,standardized_topics,organization,standardized_organization,veracity,standardized_veracity,country,standardized_country,source_filepath,url,medium,label,countries,generation_model,human_format
8b9fb399-096f-46e9-ac21-9e4c4b6a6aad,"Trade union Solidarity has started construction of its new R300 million Sol-Tech Occupational Training College campus. Funded entirely by community investments, the campus is the first major project that forms part of education and employment projects worth R4.5 billion the Solidarity Network will embark on over the next five years. According to Dr Dirk Hermann, Solidarity Chief Operations Officer, the Sol-Tech campus is world-class and on par with international institutions. “Although our criterium is world-class, our architects succeeded to use a typical South African and specifically Afrikaans design style,” said Paul van Deventer, MD of Sol-Tech. “Traditional architectural styles have been absorbed in the design in a modern way. The layout of the campus acknowledges in a variety of creative ways historical events and dates where artisans played an important role.” Earthworks commenced on Monday (16 September), and the campus is expected to open its doors in January 2021. Solidarity said that its next major project is the construction of the Akademia campus where education will be offered through Afrikaans as the medium of instruction. Projects included in the Solidarity network pipeline include: A comprehensive alternative school system, An occupational training, A university, Financial aid for education, A youth movement, A network of occupational guilds, Mentorships; Job placement; Protection in the workplace; Continued education. How it is being funded Hermann said that the strength of Sol-Tech and of its new campus lies in the fact that it is being built by the community. “Every Solidarity member donates R10 to a Building Fund each month,” he said. “Thousands of members of the public donate smaller amounts each month to make the building of institutions such as Sol-Tech possible. “What we see here is not the product of state money or major empowerment money but of small contributions by the thousands adding up to make something big happen.” Hermann added that the union was calling on people to join the group in working for the huge building projects. “The only way we can ensure a future is to build it ourselves. In less than two years and a million bricks later we will have a campus here where young people will be equipped to stay in South Africa and to be free, safe and prosperous here,” he said.",,17-Sep-19,,Construction on new R300 million Afrikaans university in Centurion begins,,,,eng,Education Development,Vocational Education,hinnews,Hinnews,FALSE,FALSE,,,,http://search67.com/2019/09/17/construction-on-new-r300-million-afrikaans-university-in-centurion-begins/," ""search67""",fake,,"[gpt-4.1,gemini-pro-2.5]]",article
48034b24-ed90-4588-813c-b69a9e72a3a0,"Johannesburg – Former SABC chief operating officer Hlaudi Motsoeneng on Tuesday refused to apologise for having close links with the controversial Gupta family. Testifying at the commission of inquiry probing state capture on the demise at the SABC, Motsoeneng said his plan had been to “capture” the family, but gave no further explanations as to what he meant by this. He also admitted to meeting the Guptas, and threw in a humorous comment saying their (Guptas’) curry was delicious. Giving further testimony, Motsoeneng maintained that his former boss, SABC chief executive Lulama Mokhobo, had been dishonest in her testimony last week when she claimed that she was unaware that when she visited the Saxonwold compound, it belonged to the family. “She knew where we were going,” Motsoeneng said. Motsoeneng, who worked at the SABC as a journalist and a producer before assuming a senior position, has since established his own political party, the African Content Movement, after he was axed from the public broadcaster. He again used the commission to deny any responsibility for the collapse of the broadcaster, saying those who had hired him two decades ago and later as chief operating officer were well aware that didn’t have a matric certificate. “I was headhunted,” Motsoeneng maintained. He said that it was an insult for people to say he lied about passing matric. The former executive said he was approached by another colleague at the broadcaster by the name of Alvin Kloppers, who was in charge of current affairs and news. He maintained that he had declared from the onset that he did not have his matric, but the SABC put him on a course to learn about broadcasting. Motsoeneng also said he was among the first people in the history of the broadcaster to be put on such a course as it did not put freelancers on the course. Motsoeneng also claimed he went to Pretoria with current SABC foreign editor Sophie Mokoena to check his matric symbols, and further denied that he had been offered the operations officer job despite being unqualified as, in his view, he was very educated and capable, and had the required skills to do the job. He is set to return to the commission on Wednesday to give further evidence. Meanwhile, the SABC on Tuesday admitted that the wrong clip for President Cyril Ramaphosa’s address to the nation, aired last week Thursday, had been an act of sabotage. In the clip, Ramaphosa is seen speaking briefly and then asking to run his line again. According to the broadcaster, the correct clip was sent to Parliament. In a statement, the SABC said it now had “strong prima facie evidence” that indicated that the action had been well co-ordinated. It further said all three permanent employees involved in the saga had been suspended, and that one freelancer had been suspended until all due processes had been followed. Political Bureau",,11-Sep-19,,Hlaudi Motsoeneng said his plan was to capture the Gupta Family.,,,,eng,Politics,State Capture,hinnews,Hinnews,FALSE,FALSE,,,,http://search67.com/2019/09/11/hlaudi-motsoeneng-said-his-plan-was-to-capture-the-gupta-family/," ""search67""",fake,,"[gpt-4.1,gemini-pro-2.5]]",article
c88dfdf8-288d-4edf-9d15-0d5302d36806,"Johannesburg – An underwhelming showing at the 2019 elections, including allegations of a “squandered” R400million campaign chest, has resulted in job losses for DA staff as funders ditch “a sinking ship”. These new revelations come after reports last week that the party was unable to pay its staff bonuses this year because of cash-flow problems. The Star has seen a letter dated September 3, 2019, written by DA chief executive Paul Boughey, informing staff members that the party would look into cutting jobs to meet its 2021 local government “elections objectives”, including the organisation’s “financial obligations”. “This is an unfortunate situation, and we acknowledge that this is a difficult time. However, it is as a result of looking at several alternatives to streamlining our operations over the last while that we have reached a decision to embark on a restructuring process,” Boughey wrote. “We will ensure that this process is carried out with the highest level of sensitivity and it will be concluded in a reasonable manner,” he added. Sources close to the DA have revealed that party funders “had started ditching the sinking ship” because of its almost 1.5% drop in support at the May general elections from 2014, which supposedly necessitated the slicing of jobs. It was also claimed that the DA, which apparently had a R400m war chest to fight the election, “squandered” the money through alleged corruption, including one Gauteng field support officer who was apparently robbed twice of R60000 of party funds in separate incidents. “The staff members were informed that the DA will be retrenching them due to party funders pulling out their financial support after the dismal showing by the DA at the May elections. “Mike Moriarty, DA Gauteng provincial chairperson, informed the Gauteng provincial council in June that one field support officer got robbed twice of R60000 on two different occasions. This is an example of how the R400m was misappropriated,” said a source, who asked to remain anonymous. The Star directed questions to the DA’s national leadership, as well as its Gauteng and Mpumalanga structures, where the retrenchment letters were first served. Speaking on their behalf, DA communications director Mabine Seabe said the party had initiated its “organisational review” following the May polls, as is the norm after every election. He neither confirmed nor denied the party’s elections fund amount. Seabe added that to focus on the 2021 local elections, the DA had “to review the resources available to it and align operations accordingly”. “This sensitive matter has been discussed by senior leadership and management, and all political staff are being consulted by the HR department and their line managers. “The discussions are between employer and employee and therefore the specifics will remain private between the parties concerned. This process is in line with our professional and forward-looking approach,” Seabe explained. On allegations of misappropriation of funds, Seabe said the DA operated with the “highest level of professionalism in all that it does”. “Funding, whether from public or private donors, is managed to the highest possible standard. All campaign rand have been accounted for, and where there are outstanding invoices, consequence management has been effected,” Seabe said. @khayakoko88 The Star",,9-Sep-19,,D.A to retrench party’s staff members as funders ditch “a sinking ship”.,,,,eng,Politics,Party Finances,hinnews,Hinnews,FALSE,FALSE,,,,http://search67.com/2019/09/09/d-a-to-retrench-partys-staff-members-as-funders-ditch-a-sinking-ship/," ""search67""",fake,,"[gpt-4.1,gemini-pro-2.5]]",article
70243e4a-a2ca-40d1-a6ef-efc3da157633,"R200 WhatsApp Stokvel is a SCAM and has become extremely popular among young people. From the nationwide MMM global social financial network to “WhatsApp group stokvels”, the amount of people who lose large amounts of money is increasing, yet people continue with it and have not learnt their lesson. The WhatsApp group stokvel has an administration person who recruits group members, charging them R200 Once the person has paid the fee they are told to bid an amount they can afford that day. Once the list of bidding money is displayed on the group chat, a name is selected and whoever bids on the amount requested by the number selected for the day, that bidder has to deposit the money into the bank account of the person who requested it and the bidding rolls over to the next day. However, many members have complained about these stokvels saying they haven’t received their money. On Thursday a lady from a group of church members told the Fever she is tired of these stokvels and wants her money. The woman, who wants to remain anonymous, said she deposited money on 16 June into one of the “stokvel” members bank account and was told that in 48 hours she would have the money, plus interest deposited back into her account, however, until now she hasn’t received anything. “I am really disappointed by what is happening in my stokvel group. “The first time I was asked to deposit money I did so and the second time as well and I got the money back on both occasions, but the third time I was told to make a deposit I was given an account number with the name of the stokvel group and not that of an individuals account.” She said she waited for her money to be deposited into her account, but nothing was reflected in her account. “I inquired from admin as to why I had not received my money and they told me I had not made a deposit, so I sent the deposit slips as proof,” she said. It has been a week now and she hasn’t received anything and has even been blocked from the group, and warns people about these WhatsApp stokvels, saying there are not legitimate and people are merely trying to get rich off other people illegally.",,6-Sep-19,,Don’t fall victim of R200 WhatsApp Stokvel SCAM,,,,eng,Financial Scams,Stokvel Scams,hinnews,Hinnews,FALSE,FALSE,,,,http://search67.com/2019/09/06/dont-fall-a-victim-of-r200-whatsapp-stokvel-scam/," ""search67""",fake,,"[gpt-4.1,gemini-pro-2.5]]",article
4428af68-8846-4bd8-ac4f-4c03797d19e3,"Former president Jacob Zuma’s “known enemy agent” tweet about former cabinet minister and ANC member Derek Hanekom was “untrue, defamatory and unlawful”. This is according to Durban high court judge Dhaya Pillay, who on Friday ordered Zuma to remove it and publish an apology on Twitter within 24 hours. Zuma was ordered to pay damages, the quantum of which is to be determined at a future hearing where oral evidence will be led. Hanekom, the former tourism minister – in Zuma’s administration – was suing Zuma for R500,000 in damages after the former president tweeted in July that Hanekom was a “known enemy agent”. Hanekom said this has caused him “immense harm and damage” because it gave the impression that he was an apartheid spy. Zuma, in his affidavit, said there were “common cause events” that demonstrated that Hanekom “colluded with opposition parties that sought to remove me as president”. Judge Pillay also issued an interdict preventing him from ever again stating or implying that Hanekom is an enemy agent or a spy. She said this will not prevent him from giving honest evidence at the Zondo commission. Hanekom’s lawyers were not present. Attorney Robinson Manzi appeared for Zuma.",,6-Sep-19,,"Zuma loses Hanekom ‘spy’ defamation case, court ordered him to pay damages",,,,eng,Politics Legal Dispute,Defamation Lawsuit,hinnews,Hinnews,FALSE,FALSE,,,,http://search67.com/2019/09/06/zuma-loses-hanekom-spy-defamation-case-court-ordered-him-to-pay-damages/," ""search67""",fake,,"[gpt-4.1,gemini-pro-2.5]]",article
d33281a9-297a-4b5f-ba3c-e3addb95a2ee,"Former Zimbabwean president Robert Mugabe has died, according to reports. He was 95. According to ZimLive, the news was confirmed by two sources. He reportedly died in a hospital in Singapore on Friday morning. According to The Mirror, Human Rights Watch Southern African director Dewa Mavhinga revealed that credible family sources said the former leader had died. BBC News also confirmed Mugabe’s death. Mugabe served as prime minister of Zimbabwe from 1980 to 1987 and then as president from 1987 to 2017. Tributes started pouring in on Friday morning. Fadzayi Mahere, Zimbabwe’s Education, Sport, Art and Culture Secretary, tweeted: “Rest In Peace, Robert Mugabe. My response to your passing is complicated. I’m going to write a long piece. However, for now, deepest condolences to his family.” Zimbabwean president Emmerson Mnangagwa confirmed the news on Twitter: Educated by Jesuit priests, he became a teacher before joining the liberation struggle. Mugabe, the intellectual — with his many academic degrees — was considered the political leader and the brains behind the guerrilla war, and was imprisoned for 11 years. Mugabe preached a message of harmony and promised to pursue a policy of inclusion for all Zimbabweans. In 1980, he said, “The phase we are entering, the phase of independence should be regarded as a phase conferring upon all of us — the people of Zimbabwe — whether we are black or white — full sovereignty, full democratic rights.”",,6-Sep-19,,Former Zimbabwean president Robert Mugabe has died at age of 95,,,,eng,Political News,Robert Mugabe,hinnews,Hinnews,FALSE,FALSE,,,,http://search67.com/2019/09/06/former-zimbabwean-president-robert-mugabe-has-died-at-age-of-95/," ""search67""",fake,,"[gpt-4.1,gemini-pro-2.5]]",article
3238cc51-6592-4cfb-9565-ebc37dd83a88,"The ANC has substantially lost support of young people in the country, with more of the youth from both rural and urban areas moving to the EFF, according to a report by Afro­barometer. A research network that conducts public surveys, Afrobarometer asked South Africans who they would vote for if elections were to be held the next day. The report was conducted to gauge South Africans’ attitudes towards political parties, and their intention to vote. The Afrobarometer team in the country, led by Plus 94 Research, interviewed 1800 adult South Africans in August/September. Jamy Felton, a researcher at the institute, said: “With the age gap we find that 60% of older South Africans feel that they will vote for the ANC. There is a large proportion of young people who say that they will vote for the EFF, with 17% under 25 and 14% of people between the ages of 26-35.”",,31-Oct-18,,ANC losing youth’s support as EFF’s popularity rises,,,,eng,Political Opinion Polls,Youth Voting,hinnews,Hinnews,FALSE,FALSE,,,,http://search67.com/2018/10/31/anc-losing-youths-support-as-effs-popularity-rises/," ""search67""",fake,,"[gpt-4.1,gemini-pro-2.5]]",article
a4563d96-58bd-468f-8397-43d8e75f0d86,"Thanks to the quick action of bystanders, the brazen kidnap attempt of a young child who was eating with her family in an open air restaurant in Northcliff, Randburg, in broad daylight, by a muslim pedophile was stopped and the criminal arrested! Footage received shows the muslim pedo jumping the railing and trying to grab the child, but thanks to some alert bystanders he was accosted before he could even get the child out the chair. Afterwards when lying on the ground in handcuffs he was shouting Alluhah Ahkbar and Islamic phrases, after which he confesses to enjoying being a pedophile, with bystanders commenting that his \""Allah\"" won’t help him now… Video as received. If the video does not load above, watch it here: https://youtu.be/a8PUDw3rOtA",,11/9/2020,,"VIDEO: Bystanders Stop Self Confessed Muslim Pedophile’s Child Kidnap Attempt at Northcliff, Randburg Restaurant!",,,,eng,,,sa-news,SA News,FALSE,FALSE,,,,https://sa-news.com/video-bystanders-stop-self-confessed-muslim-pedophiles-child-kidnap-attempt-at-northcliff-randburg-restaurant/,sa-news,fake,,"[gpt-4.1,gemini-pro-2.5]]",article
2128c47e-2563-4223-971e-46fafe27deb7,"While Mainstream Media are pandering to black people’s hurt fweelings over dry hair, a hospital in Kroonstad has refused medical treatment to a well known farmer, who was attacked by a black male wielding a panga and two knives, shouting \""F*ck you White man\""! Note the attacker did not just say \""man\"", or \""farmer\"", or \""South African\"", or \""human\"", he said \""WHITE man\"", making this a racist attack. But Sarel Wessels’ problems did not end there, he had to treat his own wounds after a local hospital refused to treat the wounded farmer, despite him being a citizen and employer! But Ramaphosa’s \""our people\"" at the hospital had a handy excuse, fear of the CCP-virus, so he had to make do without hospital treatment and treat himself. Anti white sh*ithole much? Mr Wessels is also afraid that the black male attacker, will come back to harm him or his workers, after the attacker told Mr Wessels that he will see him again. He says he can still see the shiny blades coming for him when he closes his eyes. Sarel Wessels Farm AttackThe incident began on Wednesday morning 9th September, when he was away from the farm and workers of Mr. Wessels phoned him to say an unknown black male had stabbed a female worker, in the neck, on the farm and left her for dead. Mr. Wessels told Netwerk24 he rushed back to the farm, but he saw the suspect on the tar road to Welkom before he got home. Mr Wessels said he stopped by the suspect and told him in Sotho to put down the knifes. The suspect then stormed Mr Wessels with 2 knifes in one hand and a panga in the other hand – after racially abusing him shouting \""f*ck you white man\"". What is with with all the racist swearing from Ramaphosa’s \""our people\"", using the F word towards whites during the last few days? The EFF also did the same when they taunted and harassed white people at shopping malls the last couple of days. But dare let a white person say F-ing Black man and the anti white mainstream hounds will pounce! Indeed, this deeply racist behaviour is ignored by our liberal media and as always they accommodate the real racists with wall to wall coverage, exactly what the ANC, EFF & SACP wants. Why? Because the perpetrators are black and black zombie pawns are the easy path to power for globalists and communists? The attacker succeeded in stabbing Mr Wessels in his forearm, elbow and side, with the same knife he previously stabbed the female worker, who is HIV positive, it turned out later! Mr Wessels said he then ran for his life and locked himself in his bakkie, and phoned for help. He said the wounds bled a lot and the whole interior of the bakkie was smeared with blood. The suspect was arrested when the Police and farm workers arrived on the scene while Mr Wessels sought help from a local hospital, but was sent away, because the medical staff were afraid he had COVID-19. He treated his own wounds and injected himself against tetanus. His workers don’t know the suspect and the suspect threatened Mr Wessels he will be back when the Police took him, leaving Mr Wessels in fear for his life, because it is a certainty that the attacker will be released by ANC staffed SAPS in no time. This is how farmers and their workers have to live these days in the \""rainbow\"" AbomiNation.",,11/9/2020,,"\""F*ck You White Man\"" – Well Known Farmer Survives Racist Farm Attack, Only To Be Refused Treatment at Local Hospital!",,,,eng,,,sa-news,SA News,FALSE,FALSE,,,,https://sa-news.com/fck-you-white-man-well-known-farmer-survives-racist-farm-attack-only-to-be-refused-treatment-at-local-hospital/,sa-news,fake,,"[gpt-4.1,gemini-pro-2.5]]",article
6267f3ad-a870-41f5-8eb5-e62e0591b60e,"ABOVE THE LAW? #PoliceBrutality A man who had seen and confronted EMPD officers who drove the wrong way up a one way street, was targeted, abused and intimidated by a dozen Ekurhuleni Metro Police Department (EMPD) officers, with some very heavy handed treatment, even though he committed no crime! Why were so many officers required and was it necessary to draw and point a weapon at an unarmed civilian on the ground, being held down by a handful of other officers, for a traffic violation which THEY, the EMPD committed? The officer with the weapon (RIFLE!) even loudly confirmed twice that he planned to shoot at close range, which at the very least is deliberate intimidation! If the video does not load above, watch video here: https://youtu.be/g4RjmKJqWsQ The EMPD should be out catching real criminals and clearly this was just an opportunity for racist EMPD officers to vicitmise a white person, who caught them out disregarding the law, as if they are above the law! Where is the outrage? Please share everywhere!",,10/9/2020,,VIDEO: Whole Troop of EMPD Officers Abuse & Threaten to Shoot Unarmed White Man Who Called Them Out for Driving the Wrong Way up a One Way!,,,,eng,Police Misconduct,Police Brutality,sa-news,SA News,FALSE,FALSE,,,,https://sa-news.com/video-whole-troop-of-empd-officers-abuse-threaten-to-shoot-unarmed-white-man-who-called-them-out-for-driving-the-wrong-way-up-a-one-way/,sa-news,fake,,"[gpt-4.1,gemini-pro-2.5]]",article
438c7c95-78ce-4f39-9fe3-ba6732ebaa36,"During an altercation with EFF protesters outside a Clicks store in Walmer Park Shopping Centre in Port Elizabeth yesterday, the aggressive EFF members where shouting \""You F*ing B*tch Go Back to Europe\"" at a grey-haired woman and her elderly friend. The EFF members then grabbed at her neck shouting at her to \""Take out your gun, Take out your gun\"", which she promptly did, in self defense! Clearly the EFF members were looking for trouble as voices could be heard shouting \""Shoot, shoot\"" – they know, like George Floyd’s family, if they become a victim, they can win the lottery. The EFF members have since laid a charge of pointing of a firearm against the 52 year old white woman in Port Elizabeth, but with the way the EFF member was grabbing at her throat and her being outnumbered, and being a frail elderly women, she was perfectly justified in pulling her weapon. The woman pulled the gun out – with surely zero intention to actually use it – after a rowdy black EFF woman told the white woman, who was only trying to do some shopping, the following: \"" You f*cking bitch, go back to Europe\"". Mall security had to protect the white woman from the EFF women who were taunting and following her and also trying to physically attack her prior to her pulling a gun out. If video does not load above, watch video here: https://youtu.be/qeUZnmvikUc The elderly white woman was severely provoked by fascist EFF members, who were participating in a national campaign of terrorism and criminality being executed by the EFF against a legitimate business group, namely Clicks. This campaign of violence and terrorism against Clicks is being carried out on instruction of the rude black supremacist goon Julius Malema who ordered his minions to \""attack\"" Clicks. Now they are even singing \""Kill the Boer, Kill the Farmer\"" outside some stores, all over an advert for dry hair, made by a black owned company! This was quite clearly incitement to violence which was interpreted by EFF supporters to also mean an attack on white people, although the Clicks ad which led to the ridiculous EFF fauxrage was on initiative of black EFF executives. Why does the Police not investigate charges of incitement to violence and terrorism against EFF leaders? Because they are black? Why did the Police arrest that white woman in the first place? She was initially arrested, then released. They can arrest 300 000 people for lockdown violations but they cannot arrest real criminals like Malema? The protesters were removed from the store by police. The high court in Johannesburg had issued an order in which it restrained the EFF and those acting on its instructions from intimidating and threatening the employees of Clicks or any of its operations. The order also interdicted the party from inciting violence against the ordinary commercial operations of Clicks. ",,9/9/2020,,"VIDEO: Hero Ouma Pulls Gun on Racist EFF Protesters Grabbing Her & Shouting \""You F*ing B*tch Go Back To Europe\"" Outside Clicks!",,,,eng,,,sa-news,SA News,FALSE,FALSE,,,,https://sa-news.com/video-hero-ouma-pulls-gun-on-racist-eff-protesters-grabbing-her-shouting-you-fing-btch-go-back-to-europe-outside-clicks/,sa-news,fake,,"[gpt-4.1,gemini-pro-2.5]]",article
6e359c20-4b86-4dc4-9e6c-16402536407d,"SA SANCTIONS: By the ANC’s own 50 year old demands, World Rugby, International Cricket Council (ICC), FIFA, International Olympic Committee (IOC), World Athletics, International Cycling Union (UCI), UN and all International Sports Governing bodies, should ban South African sports teams and implement sanctions against the ANC Regime! Francois Pienaar and all the high and mighty, holier than thou administrators, sportsmen, and their fans, are just as hypocritical as the ANC, who clearly will say or do anything, just to gain or hold on to power. When will the world learn that the Left only want power, by any and all means possible, forget whether something is right or good – Black Lives Matter is a nasty example of this, and it is all driven by you, the silent voting public, whose silence is taken as consent. Good men have remained silent, the evil ones have been extremely vocal, and now evil prospers. It is SA-News’ mission to address this imbalance. According to information from the far Left Wing SAhistory organisation website, which claims to be unbiased, but is funded by and blows only the left’s horn, there used to be a time when the ANC demanded that sports selection in South Africa should completely non racial and based purely on merit. They even had a left wing team in Britain write up a long diatribe to send to the United Nations, demanding that sanctions be placed against South Africa and that South African sports teams be banned from participating in International sports competitions. Well mandela himself said that if the ANC does what apartheid did to them, then we must do to the ANC what the ANC did to Apartheid, so clearly it is time for a clarion call to action, to implement sanctions against South Africa and to ban its sports teams from international competitions. This is the logical course of action in response to the race based quota system the ANC regime has implemented in SA, and not only on the sports field, but in ALL walks of life. Clearly, if you agree with racial quotas in sport, then you too are a racist hypocrite like the ANC! We sit with a situation where SA’s best sports talent is simply emigrating and playing for the other teams. In the long list of demands and justifications written for the ANC by learned left wingers in Britain, to be sent to UN, the ANC ‘s current hypocrisy, and untenable situation is loud and clear, in their own words: Racial quotas in sport\""The moral position is absolutely clear. Human beings should not be willing partners in perpetuating a system of racial discrimination. Sportsmen have a special duty in this regard in that they should be first to insist that merit, and merit alone, be the criterion for selecting teams for representative sport. Indeed non-discrimination is such an essential part of true sportsmanship that many clubs and international bodies have express provisions to this effect. For example, the first fundamental principle of the Olympic Charter states: \""No discrimination is allowed against any country or person on grounds of race, religion or political affiliation\"". Not so in South Africa because both the sports administrators, who control all official sport, and the Government have jointly taken measures deliberately to exclude South Africa’s non-white people from participating in representative sport.\"" Obviously the same as above is true in modern day South Africa too, except the races are reversed. The self righteousness from the British authors continue: \""The official organisations are accorded international recognition and bear the responsibility for selecting representative teams for international competitions. There are no open trials to permit the selection of the best sportsmen in each class from the entire sporting community. Instead, competition is limited to whites only and it is from them that national teams are selected. This situation was well-known to all the international sports bodies which granted unqualified recognition to the racialist, official organisations in South Africa. Just as the South African white sports bodies are responsible for enforcing racial discrimination in domestic sport, so the international bodies which granted them membership are responsible for bestowing respectability upon such practices.\"" Once again, the whole world is aware of ANC’s racist sports quotas, but they choose to turn a blind eye, which makes a mockery of any self righteous \""anti-racism\"" claims any of them have made in their support of the ANC’s so called struggle (for power)… We therefor call upon all good people to raise their voices calling for the removal of quotas in sports and business and to please support this call for international sanctions against the ANC regime by sharing this and spreading the word! We would also welcome any contributions in this regard. ",,8/9/2020,,"#SanctionSA Racist ANC Lied to UN: \""Merit, and Merit Alone must Be Criterion For Selecting Teams\"" – Yet 50 Years Later Race Based Selection is Good?",,,,eng,Politics and Sports Controversy,Sports Sanctions,sa-news,SA News,FALSE,FALSE,,,,https://sa-news.com/sanctionsa-racist-anc-lied-to-un-merit-and-merit-alone-must-be-criterion-for-selecting-teams-yet-50-years-later-race-based-selection-is-good/,sa-news,fake,,"[gpt-4.1,gemini-pro-2.5]]",article
57f55dfd-9333-40ba-8a35-1550bfa50d44,"Architects of Apartheid: Time stood still for Le Roux Venter, a businessman in Bloemfontein, last Thursday when an armed black man pointed a firearm straight at his head, and callously pulled the trigger three times, luckily the firearm failed all three times. That saved his life. This is what Ramaphosa’s \""our people\"" do to the white minority in South Africa, they prey on us everyday, our lives mean nothing to them. Each and every day we see another incident in the media where a white person has been murdered, raped or beaten to a pulp by \""our people\"" for something as small as a cellphone. Everyday \""our people\"" prove beyond a reasonable doubt why we were never supposed to live with them, the \""architects of apartheid\"", as they have been referred to. The only result of us living with them will result in our slow painful genocide at their hands. We can see it right now. We just have to observe what is happening each and every day in South Africa. This is the rainbow South Africa, where the colour red in their rainbow nation represents the blood of the minority spilled by the ANC’s \""our people\"" everyday. In yet another attack by another gang of black males last Thursday, in Bloemfontein, Venter told Netwerk24 that he had to act quickly, after the gun had failed for the third time. He slapped the gun out of the attacker’s hand, but then another black attacker knocked him unconscious from behind with a hammer blow to the head. Venter said the incident began when builders came to him and told him there are 5 black men with guns in the yard of P&M Scrapyard, which is the business next to his own, Cred8 STEEL and Manufacturers. Venter said he moved in a careful way to investigate, but was met by one attacker with a firearm who took his cellphone, after which the attacker took a step back and callously pulled the trigger. Venter said he could hear a click but no shot went off. At that stage the attackers had already attacked two men working at P&M Scrapyard and beat them unconscious. They are Petrus van Zyl, the owner and Neels Bam, an employee. When Mr. Van Zyl regained his consciousness, he came to help Venter. Bam was still unconscious. The attackers fled with only R6,000 in cash and and three smartphones, something they would happily have killed for. The three men were helped by estate agents in the area who had a medical background. Venter sustained concussion and had to be hospitalised at Busamed to get stitches to his head wound. Neels Bam also had a big hole in his head and had to go for scans, while Petrus van Zyl also had a head wound but mainly had neck pain afterwards. Venter says he now lives in fear because he does not know if the attackers will come back. This is how most white people live in South Africa today, forever afraid of when \""our people\"" come with a panga, hammer, a knife, a gun or anything that can inflict hurt. This is the \""rainbow\"" nation the liberals of the world wanted and created, while they lulled us into a false sense of security with pretty pictures of rainbows… ",,7/9/2020,,"The Red in The Rainbow Nation is Our Blood! Had The Gun Not Failed 3 Times, He Too Would Be Just Another White Killed For a Cellphone!",,,,eng,Racial Hate Speech,Anti-White Sentiment,sa-news,SA News,FALSE,FALSE,,,,https://sa-news.com/the-red-in-the-rainbow-nation-is-our-blood-had-the-gun-not-failed-3-times-he-too-would-be-just-another-white-killed-for-a-cellphone/,sa-news,fake,,"[gpt-4.1,gemini-pro-2.5]]",article
8ab25958-5eaa-4a75-ae9b-1f619b0b27dd,"WHERE IS THE OUTRAGE OVER GENDER BASED VIOLENCE NOW? Why does liberal mainstream media not mention the race of the barbarians, when a frail, weak, elderly woman is attacked in her home and gang raped in South Africa? It happened again in Hertzogville on Thursday evening. Would it not make it easier to find and apprehend the rapists if we knew their race? Does mainstream media not want crimes to be solved? Or is it a case of once again mainstream media being overtly politically correct and drenched in Marxism’s phony \""critical race theory\"", which is taught to our kids at school and university, and which claims all whites are racist and guilty by default, and therefore deserve any crimes they become victims of? This is the essence of Black Lives Matter – it is evil, genocidal, abhorrent and racist, and this is what mainstream media has become! Evil. In this case it is fairly stereotypical and we can safely assume that it was five black barbarians who raped an 89 year old white woman. It certainly is not the first time either, by far! However the race of the suspects and the victim are withheld by Netwerk24 in this report, and probably by SAPS too, which is the same practice followed by liberal media the world over in similar cases. But as soon as a white man does something, the race of the suspect is very pertinently mentioned, like in the case of George Floyd in America. But when a black man shoots and kills a 5 year old white boy, media does not mention the race! Now we see a report like this and see five \""men\"" have gang raped a 89 year old woman. Why does liberal media always do this? We know the suspects in this case are not white and the victim not black, because if they were, it would have been stated in bold in the headline of the report that it was white men. So by omitting the rapist’s race, the media are in fact admitting they are black! It would have been all over the news and TV stations and \""our people\"", as Ramaphosa calls his bantu, would have burnt a few towns down in revenge. Of course whoever commits a horrific crime like this would be a barbarian, but fact of the matter is that gangs of white men simply don’t roam around, break into the homes of elderly women and gang rape them. It is just not in our culture and psyche. Full stop. We are not the same and those that are tricked into thinking we are, put themselves and their loved ones at risk. In Fact SA-News has been challenging readers for over 6 years to cite similar cases where the races are reversed… we are still waiting. But yet we know that black men do it on a regular basis in South Africa, and increasingly in the West don’t we? And if you don’t know it, you have been living with your head in the sand in some dark pace somewhere. An 89 year old woman of Hertzogville, Free-State is now being treated in a Bloemfontein hospital after five black men gang raped her in her home on Thursday evening 3 September, 2020. The woman arrived back home around 18:00 and on arrival was overpowered by the five black men who were in her kitchen. According to Police spokesperson Montansi Makhele, the 5 (black) men grabbed her and dragged the woman to the bedroom where they ripped off her clothes. They then dragged her to the bathroom and gang raped her. The woman passed out during the violent rape and only regained consciousness on Friday morning after which she bravely phoned her daughter for help. A Police spokesman said the suspects entered the house through an open window. Why do people still allow their parents to stay alone in this hellhole called South Africa? ",,5/9/2020,,Five (Black?) Men Gang Rape 89 Year Old Grandmother! Mainstream Refuses to Identify Race of Perpetrators! Are They Too Embarrassed?,,,,eng,Racially Charged Misinformation,Media Bias,sa-news,SA News,FALSE,FALSE,,,,https://sa-news.com/five-black-men-gang-rape-89-year-old-grandmother-mainstream-refuses-to-identify-race-of-perpetrators-are-they-too-embarrassed/,sa-news,fake,,"[gpt-4.1,gemini-pro-2.5]]",article
